Username,Forum Profile,Vendor Profile,Date Registered,Last Active,Signature,Personal Text,Custom Title,Location,Posts,Karma
HappyTimezz,54060,d78a117f25,2013/02/07 14:23,2013/10/04 15:12,"HappyTimezz

http://silkroadvb5piz3r.onion/silkroad/user/d78a117f25",N/A,N/A,N/A,222 (0.914 per day),+13/-9
johnnydepp2012,5536,5d19e243ed,2011/11/13 20:29,2012/03/21 01:17,http://silkroadvb5piz3r.onion/silkroad/user/5d19e243ed,N/A,N/A,N/A,84 (0.121 per day),+0/-1
Tyl3rdurden,21243,b8da404fa1,2012/05/20 21:48,N/A,"http://silkroadvb5piz3r.onion/silkroad/user/b8da404fa1


Only the best NBOMe and only the best methods of administration. Accept no 
imitations.",Nbomebody does it better than me!,N/A,UK,500 (0.988 per day),+55/-9
Cannaisseur,84634,N/A,2013/08/12 01:33,N/A,"Listings now active on BMR and SMP

SMP : 
http://sheep5u64fi457aw.onion/account/profile/b75d46d943390fc34e627db83012b98d
BMR : http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=306364
DeepBAY:


Wax / Shatter / Cocaine / BHO /Bulk Cannabis / Fire Cocaine / Nugs",N/A,N/A,N/A,213 (3.737 per day),+7/-65
subsandaddy,36098,N/A,2012/09/27 00:42,2013/10/07 18:32,"Top 10% rated #4 H vendor.

Just created an official review thread: 
http://dkn255hz262ypmii.onion/index.php?topic=91063.msg640741#msg640741

FE Policy is now final and will not change.

Happy Holidays to all!",N/A,N/A,N/A,172 (0.457 per day),+9/-24
TheFairTrader,50844,703035d6df,2013/01/17 09:57,2013/09/04 19:14,SR profile: http://silkroadvb5piz3r.onion/silkroad/user/703035d6df,N/A,N/A,N/A,61 (0.231 per day),+3/-1
KittenHuffer,69257,f6371738b0,2013/05/09 21:10,2013/10/05 07:48,"My vendor profile: http://silkroadvb5piz3r.onion/silkroad/user/f6371738b0

*LAB TESTED LSD, 9,50€ for a single blotter*",N/A,N/A,N/A,94 (0.618 per day),+20/-10
MotherOf2,31667,N/A,2012/08/22 06:17,2013/10/03 19:14,Check out my hash silkroadvb5piz3r.onion/index.php/silkroad/user/4192c82317,N/A,N/A,N/A,41 (0.100 per day),+5/-2
RequestToSend,44236,fa01113a1a,2012/11/29 02:27,2013/10/07 17:42,http://silkroadvb5piz3r.onion/silkroad/user/fa01113a1a,Vendor,N/A,N/A,173 (0.553 per day),+6/-6
Pot Doctor Vendor,84545,fdffb635d6,2013/08/11 15:42,2013/09/29 02:26,"Our SR page
http://silkroadvb5piz3r.onion/silkroad/user/fdffb635d6

Our Review Page
http://dkn255hz262ypmii.onion/index.php?topic=200625.0",N/A,N/A,N/A,70 (1.207 per day),+8/-1
rage6666,54999,N/A,2013/02/14 14:27,2013/08/20 18:41,"Silk Road Vendor: 4TB, 2TB, 1TB & 500GB Media HDDs

Silk Road Vendor Profile:-
silkroadvb5piz3r.onion/silkroad/user/1b2dc22910

Standin in line, Believin the lies, Bowin down to the flag, Gotta bullet in 
your head","Silk Road Vendor: 4TB, 2TB, 1TB & 500GB Media HDDs",N/A,N/A,69 (0.292 per day),+0/-0
Dazzy,23743,0292a37103,2012/06/15 10:10,2013/08/23 10:16,Vendor page: http://silkroadvb5piz3r.onion/silkroad/user/0292a37103,N/A,N/A,N/A,60 (0.125 per day),+1/-0
cyanspore,51114,N/A,2013/01/18 18:04,N/A,"Best shrooms on the planet - psilocybe cyanescens forums review page >> 
http://dkn255hz262ypmii.onion/index.php?topic=137891.0

Silk Road > > http://silkroadvb5piz3r.onion/silkroad/item/41b3079fd8

BMR  >>  http://5onwnspjvuk7cwvk.onion/index.php?p=view_listing&id=16686",N/A,N/A,N/A,273 (1.038 per day),+32/-2
thefountainmaster,77852,815f6e4231,2013/07/06 03:12,N/A,"the spice must flow, check out my vender page below:

http://silkroadvb5piz3r.onion/silkroad/user/815f6e4231


'outside of a dog, weed is a man's best friend... inside of a dog its too 
wet to smoke.'",N/A,N/A,N/A,3 (0.032 per day),+0/-0
Team-Nightmare,73563,f342f0326f,2013/06/07 15:15,2013/09/26 05:05,SR VENDOR PAGE - http://silkroadvb5piz3r.onion/silkroad/user/f342f0326f,N/A,N/A,N/A,1 (0.008 per day),+0/-0
fantastictimes,28975,44bbd97e90,2012/08/02 02:14,2013/04/22 02:34,Vendor profile: http://silkroadvb5piz3r.onion/silkroad/user/44bbd97e90,N/A,N/A,N/A,19 (0.044 per day),+0/-0
DudeRugs,8445,N/A,2012/01/09 10:50,N/A,N/A,N/A,N/A,N/A,69 (0.108 per day),+18/-2
Gil,48035,b3676889f1,2012/12/30 17:08,2013/05/04 14:42,"Check out http://silkroadvb5piz3r.onion/silkroad/user/b3676889f1 for more 
info on quality products and customized orders!",Use drugs responsibly and go for quality!,N/A,The Netherlands,67 (0.238 per day),+3/-2
Heineken,36061,d331e1b87f,2012/09/26 18:55,2013/10/07 10:24,"Vendor Profile: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/d331e1b87f",N/A,N/A,N/A,67 (0.178 per day),+8/-5
HappySmoke420,9379,N/A,2012/01/23 15:18,2013/10/07 22:22,"BlackMarket Reloaded
http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=128284",N/A,N/A,USA,50 (0.080 per day),+0/-2
RetinaBlast,25700,d042540d1c,2012/07/04 02:16,2013/10/01 03:48,"INTEGRITY:

SR Link: http://silkroadvb5piz3r.onion/silkroad/user/d042540d1c

To those small time, moderate sale vendors like us: If you undercut your 
big baller vendors in your same field, They will give you negative feedback 
here.",Retina Blasted,N/A,Innerspace,294 (0.638 per day),+16/-19
Buttonwood,86819,6f62fa1713,2013/08/20 03:56,N/A,"-Buttønwøød

Vendor Profile > http://silkroadvb5piz3r.onion/silkroad/user/6f62fa1713

Public PGP Key > 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg1477926#msg1477926",N/A,N/A,N/A,100 (2.041 per day),+16/-2
jackrabbit31,2152,N/A,2011/08/12 10:09,2012/08/31 08:17,"Rock on!

- JR",N/A,N/A,United States of America,34 (0.043 per day),+1/-2
tomorrowman,17979,13a78646d6,2012/04/19 17:06,N/A,"http://silkroadvb5piz3r.onion/silkroad/user/13a78646d6

Tomorrowman@tormail.org",N/A,N/A,N/A,293 (0.546 per day),+21/-18
whitey ford,29969,d760dce8e5,2012/08/09 02:39,2013/10/05 22:15,"whiteyford store link:

http://silkroadvb5piz3r.onion/index.php/silkroad/user/d760dce8e5",N/A,N/A,N/A,47 (0.111 per day),+4/-0
DieselTherapy,52847,d88171ba4a,2013/01/30 01:11,2013/08/30 19:53,http://silkroadvb5piz3r.onion/silkroad/user/d88171ba4a,N/A,N/A,N/A,126 (0.502 per day),+11/-12
jerseycow,38748,b8e2078ce1,2012/10/20 08:24,2013/10/03 20:32,"Avengers approved STAR Vendor!

Vendor Page: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/b8e2078ce1

Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=56698",Down on the farm,N/A,N/A,275 (0.779 per day),+50/-16
fcuk REALITY,35020,aba7c930be,2012/09/18 20:50,2013/10/06 22:45,"Our Vendor Account:  http://silkroadvb5piz3r.onion/silkroad/user/aba7c930be

MDMA,Coke,Psychedelics and Visa Debit Cards!!!",N/A,N/A,N/A,49 (0.127 per day),+1/-1
bbbaac,47697,dafd0b156e,2012/12/28 07:00,N/A,http://silkroadvb5piz3r.onion/silkroad/user/dafd0b156e,we getting it sucka FREE,N/A,HELL,377 (1.327 per day),+16/-30
PerfectScans,64086,fcc0da37e0,2013/04/14 08:43,2013/10/06 13:06,"OCD has its benefits SR No 1 for all your digital document need, 
verification, anon accounts and more.

Silk Road Vendor Profile:
http://silkroadvb5piz3r.onion/silkroad/user/fcc0da37e0",PerfectScans Offering All Your HQ Documents Needs.,N/A,N/A,149 (0.842 per day),+10/-38
dankology,8953,ad5f1309b3,2012/01/17 23:05,2013/05/25 00:17,http://silkroadvb5piz3r.onion/silkroad/user/ad5f1309b3,nomnomnom,N/A,N/A,553 (0.879 per day),+27/-30
weednation,33372,7dc6c5a053,2012/09/05 04:52,2013/10/02 19:50,"Vendor Profile:
http://silkroadvb5piz3r.onion/silkroad/user/7dc6c5a053

Dedicated to Safety, Quality, and Professionalism",Bulk Medical Marijuana Distrubutor,N/A,N/A,118 (0.296 per day),+17/-6
Logic Prevails,72934,fc3a7158ff,2013/06/03 20:24,2013/10/01 23:27,http://silkroadvb5piz3r.onion/silkroad/user/fc3a7158ff,N/A,N/A,N/A,27 (0.213 per day),+4/-2
ukmj,40740,4fd79b5ebc,2012/11/05 16:09,2013/09/26 13:12,"Silk Road Profile: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/4fd79b5ebc

Want to leave me a review?
http://dkn255hz262ypmii.onion/index.php?topic=66440",SR VENDOR,N/A,N/A,57 (0.169 per day),+3/-1
ShitLicker,34098,6779673d04,2012/09/11 16:49,2013/10/06 21:52,"VENDOR PROFILE

http://silkroadvb5piz3r.onion/index.php/silkroad/user/6779673d04",N/A,N/A,N/A,76 (0.194 per day),+12/-10
ukgreen,12565,fa4e35a1e3,2012/02/23 16:34,2012/12/21 02:37,"Vendor page - 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/fa4e35a1e3",N/A,N/A,Super secret lunar base,6 (0.010 per day),+1/-0
AlbertHoffman1943,48796,008ce4c43c,2013/01/05 00:22,2013/10/06 22:27,"I believe that if people would learn to use LSD's vision-inducing 
capability more wisely, under suitable conditions, in medical practice and 
in conjunction with meditation, then in the future this problem child could 
become a wonderchild.

http://silkroadvb5piz3r.onion/silkroad/user/008ce4c43c",N/A,N/A,"Baden, Switzerland",77 (0.279 per day),+16/-25
AustralianHash,71143,fc01355428,2013/05/22 03:59,N/A,"Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/fc01355428

KYFHO - The Paul Wilson fans will get it",Anarcho capitalist and weed producer extraordinair,N/A,Australia,88 (0.633 per day),+4/-2
UKdomestic,33538,45f20bda4e,2012/09/06 16:12,N/A,"vendor page: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/45f20bda4e",N/A,N/A,N/A,96 (0.242 per day),+5/-1
HighTestMMDG,57334,N/A,2013/03/04 04:22,N/A,"HighTestMMDG is now offering high quality medical grade Kush to the 
Canadian market.
Reasonable prices and professional service.
silkroadvb5piz3r.onion/silkroad/user/a428ec401e",N/A,N/A,N/A,118 (0.541 per day),+4/-9
enterprise,11817,9f9ec25d16,2012/02/15 05:56,2012/10/16 05:20,"ENTERPRISE


http://silkroadvb5piz3r.onion/silkroad/user/9f9ec25d16",N/A,N/A,N/A,75 (0.125 per day),+2/-3
farmer1,30479,4d6b278a41,2012/08/13 08:28,N/A,http://silkroadvb5piz3r.onion/index.php/silkroad/user/4d6b278a41,N/A,N/A,N/A,825 (1.960 per day),+91/-18
Fear The Reaper,77517,ae959dae64,2013/07/03 10:02,N/A,Our Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/ae959dae64,No-one escapes the Reaper....,N/A,N/A,78 (0.804 per day),+5/-2
SydneysFinest,30649,696dc456a9,2012/08/14 11:21,2013/09/28 01:01,"Australia's largest and top ranked supplier.
----------------------------------------------------------
http://silkroadvb5piz3r.onion/index.php/silkroad/user/696dc456a9",N/A,N/A,Australia,93 (0.221 per day),+17/-8
dmtnexus,44736,95b92f8df9,2012/12/02 23:21,N/A,"Code: [Select]  .      ,               
 _|._ _ -+-._  _ \./. . __
(_][ | ) | [ )(/,/'\(_|_) Me on Silk Road: 
http://silkroadvb5piz3r.onion/silkroad/user/95b92f8df9
Reviews (1): http://dkn255hz262ypmii.onion/index.php?topic=135770.0
Reviews (2): http://dkn255hz262ypmii.onion/index.php?topic=135663.0",N/A,N/A,United Kingdom,61 (0.197 per day),+14/-1
stonesun,58049,35c5a415ed,2013/03/13 02:59,2013/08/05 03:25,"Providing top quality shrooms under the SR handle STONESUN.  Check my 
listings today for great prices and top quality!

http://silkroadvb5piz3r.onion/silkroad/user/35c5a415ed

Now With M-80's And Other Fireworks!
http://silkroadvb5piz3r.onion/silkroad/item/ee0f515392",Magic Mushrom Vendor,N/A,Midwest,55 (0.263 per day),+2/-5
therabbithole,75398,12f29c0c43,2013/06/18 18:58,2013/09/26 20:30,"Vendor page : http://silkroadvb5piz3r.onion/silkroad/user/12f29c0c43
Forum page : 
http://dkn255hz262ypmii.onion/index.php?topic=175716.msg1260987#msg1260987
Reviews : 
http://dkn255hz262ypmii.onion/index.php?topic=177125.msg1274290#msg1274290
http://dkn255hz262ypmii.onion/index.php?topic=185872.0",We make magic.,N/A,N/A,120 (1.071 per day),+9/-4
The ILF,37609,N/A,2012/10/10 03:22,2013/05/15 20:06,"We are retired from the Road.  We no longer log in.  We thank you.  We love 
you.

The MDA of Ecstasy:

silkroadvb5piz3r.onion/silkroad/user/5be5f2e73a",N/A,N/A,N/A,154 (0.424 per day),+30/-1
MeanieMart,53466,f9494145aa,2013/02/03 19:32,2013/10/02 19:41,"Click on the globe to visit my vendor page!

http://silkroadvb5piz3r.onion/silkroad/user/f9494145aa",N/A,N/A,N/A,131 (0.530 per day),+6/-2
kvalitetsbevisst,40995,N/A,2012/11/07 16:39,N/A,"http://dkn255hz262ypmii.onion/index.php?topic=216121.msg1590096#new

PGP Key: http://pastebin.com/jx4vWkSJ

enn-saalenge@safe-mail.net","Safety first, Quality second!",N/A,N/A,284 (0.848 per day),+9/-1
Meerkovo,69375,2e0cf30d22,2013/05/10 14:51,N/A,"SR Cocaine & Hash - Vendor Page - 
http://silkroadvb5piz3r.onion/silkroad/user/2e0cf30d22

SR Forum Cocaine Review - 
http://dkn255hz262ypmii.onion/index.php?topic=188831.0

ignore the negative karma in our profile, someone is chasing us...",been around the block - TWICE,N/A,UK,282 (1.868 per day),+50/-38
Warbeast,37418,e5caa00d2e,2012/10/08 21:02,2013/10/02 20:13,Vendor profile: http://silkroadvb5piz3r.onion/silkroad/user/e5caa00d2e,N/A,N/A,N/A,68 (0.186 per day),+1/-1
SirThomasMore,62146,71efb07b2c,2013/04/05 03:01,2013/09/26 04:06,"At SirThomasMore we specialize in euphoria. 
Check out our shop!
http://silkroadvb5piz3r.onion/silkroad/user/71efb07b2c

Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=144428.0",Oh the places we will go!!,N/A,Somewhere in the recent future,194 (1.043 per day),+31/-6
badboy97,7933,N/A,2011/12/29 18:33,2013/06/30 13:52,Improving anonymous communities one loan at a time.,"I know what you are going to ask. No, I am not 14.",N/A,N/A,77 (0.119 per day),+3/-2
Drug Ape,69382,f6d01680fd,2013/05/10 15:51,2013/09/12 17:04,http://silkroadvb5piz3r.onion/silkroad/user/f6d01680fd,N/A,N/A,N/A,16 (0.106 per day),+2/-1
Crazy Eights,41287,N/A,2012/11/10 01:55,N/A,A clear conscience is usually the sign of a bad memory,N/A,N/A,N/A,200 (0.602 per day),+20/-10
jimmyboyle,75208,b4eca9ec7d,2013/06/17 16:01,N/A,http://silkroadvb5piz3r.onion/silkroad/user/b4eca9ec7d,N/A,N/A,N/A,0 (0 per day),+0/-0
jubilationInMyHand,67965,9260defc49,2013/05/03 06:44,2013/08/18 19:26,"Stop on by sometime 
http://silkroadvb5piz3r.onion/silkroad/user/9260defc49",N/A,N/A,N/A,57 (0.361 per day),+0/-3
Gangnam Style,49011,N/A,2013/01/06 09:35,2013/10/05 21:58,N/A,N/A,N/A,N/A,1 (0.004 per day),+8/-7
Countdown2013,64098,N/A,2013/04/14 10:21,2013/08/09 09:36,"Your reliable NZ source of Ritalin , Nbome 25-I , LSD and A+ Sativa 
cannabis!
Countdown2013 Vendor~Shop Smarter Shop Online~
silkroadvb5piz3r.onion/silkroad/user/a2af6de8b7

Emotion is strength , Emotion is weakness , Emotion is the difference 
between life and death",Shop smarter Shop online!,N/A,Wellington Newzealand,157 (0.887 per day),+78/-26
HigherSapien,14574,f06ad65b4e,2012/03/15 05:23,2012/07/05 11:36,"★SR Account★http://silkroadvb5piz3r.onion/silkroad/user/f06ad65b4e

★Review Thread★ http://dkn255hz262ypmii.onion/index.php?topic=16567.0",N/A,N/A,N/A,17 (0.030 per day),+0/-2
DeeepLove,76670,N/A,2013/06/27 15:40,2013/10/07 23:19,"ingensteds@safe-mail.net

Sheep Market:
http://sheep5u64fi457aw.onion/account/profile/0aa074d3b5613ad7c89f97b7faef0466

The Golden Rule of One- If you dont know the drug, or if you never tried 
the drug; TAKE ONE !",N/A,N/A,N/A,28 (0.272 per day),+0/-0
ReD EyE,58522,5786e0894c,2013/03/15 17:57,2013/10/07 22:42,"ⓡⓔⓓ ⓔⓨⓔ'ⓢ ⓔⓜⓟⓞⓡⓘⓤⓜ..  UK to UK Vendor.!
http://silkroadvb5piz3r.onion/silkroad/user/5786e0894c
Official Review Thread http://dkn255hz262ypmii.onion/index.php?topic=174741",N/A,N/A,Earth,315 (1.522 per day),+23/-14
norcal420hookup,10760,188c35ef5a,2012/02/05 02:05,N/A,http://silkroadvb5piz3r.onion/silkroad/user/188c35ef5a,N/A,N/A,N/A,322 (0.527 per day),+25/-13
AsianVixen,74779,7e98d01562,2013/06/14 16:46,N/A,Vendor profile  -http://silkroadvb5piz3r.onion/silkroad/user/7e98d01562,Price of fame you lose your brain,N/A,Asshole,132 (1.138 per day),+38/-27
JiuJitsu,47811,3c017b4d19,2012/12/29 04:12,2013/04/05 03:44,"Psilocybin Cubensis mushrooms: 
http://silkroadvb5piz3r.onion/silkroad/user/3c017b4d19
Seller review thread: http://dkn255hz262ypmii.onion/index.php?topic=109986.0",N/A,N/A,N/A,76 (0.269 per day),+6/-0
tweetbe,5287,9897,2011/11/07 18:11,2013/10/03 02:19,"http://silkroadvb5piz3r.onion/index.php/silkroad/user/9897
http://dkn255hz262ypmii.onion/index.php?topic=5110.0",N/A,N/A,N/A,21 (0.030 per day),+3/-2
midwestmedical,39075,c463d0ad10,2012/10/23 00:08,2013/10/07 23:58,"My vendor profile,
http://silkroadvb5piz3r.onion/silkroad/user/c463d0ad10

My Review thread,
http://dkn255hz262ypmii.onion/index.php?topic=57288.0",N/A,N/A,N/A,55 (0.157 per day),+10/-1
TrustusJones,10518,6472cf4325,2012/02/03 13:52,2013/02/11 19:58,http://silkroadvb5piz3r.onion/silkroad/user/6472cf4325,"""In Jones We Trust!""",N/A,United States,441 (0.719 per day),+42/-16
TheEmeraldTriangle,36324,N/A,2012/09/28 18:24,2013/08/31 17:58,N/A,N/A,N/A,N/A,89 (0.237 per day),+10/-2
Angelina,15761,93e8dfc3c3,2012/03/28 02:34,N/A,http://silkroadvb5piz3r.onion/silkroad/user/93e8dfc3c3,N/A,N/A,N/A,61 (0.109 per day),+4/-1
MrPsych,71721,0441b3fc36,2013/05/27 09:33,2013/09/25 20:15,"Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/0441b3fc36
Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=166217.0

Email: mrpsych@tormail.org

'Think for yourself, question authority'",Mr. Psych,N/A,UK,151 (1.127 per day),+9/-2
DSR Syndicate,40852,e4bbd4c46f,2012/11/06 09:46,2013/09/24 04:23,"SR vendor profile: http://silkroadvb5piz3r.onion/silkroad/user/e4bbd4c46f

Forum review thread: http://dkn255hz262ypmii.onion/index.php?topic=71714.0",N/A,N/A,N/A,33 (0.098 per day),+1/-0
cdaley,12479,bddaa88aa1,2012/02/22 19:52,2013/08/21 18:47,http://silkroadvb5piz3r.onion/silkroad/user/bddaa88aa1,N/A,N/A,N/A,22 (0.037 per day),+0/-2
jennifers,27040,c6222e1c99,2012/07/16 21:27,2013/10/02 15:49,"99.99% pure BASF GBL
http://silkroadvb5piz3r.onion/index.php/silkroad/user/c6222e1c99

Current sale: 15% off + a free copy of our GBL => GHB conversion!",N/A,N/A,N/A,220 (0.490 per day),+10/-9
clearance,63061,18471c00fa,2013/04/09 05:22,2013/10/07 13:29,"Clearance vendor page

http://silkroadvb5piz3r.onion/silkroad/user/18471c00fa",N/A,N/A,N/A,126 (0.692 per day),+29/-4
silo,73410,7e467fe25a,2013/06/06 20:16,2013/09/04 22:20,"LSD, 25c-NBOMe, 25i-NBOMe, MXE, #4 Heroin, Xanax
                          BEST PRICES
                         BEST SERVICE
                       BEST PRODUCTS
       SiLo's Super Cool Drug's Official Vendor page:
  http://silkroadvb5piz3r.onion/silkroad/user/7e467fe25a",Altering perceptions one drug at a time...,N/A,United States of Drug Use,207 (1.669 per day),+13/-23
CapnJack,14480,a7b8f2e74d,2012/03/14 02:37,N/A,Vendor page:  http://silkroadvb5piz3r.onion/silkroad/user/a7b8f2e74d,I will get you high tonight,N/A,N/A,128 (0.223 per day),+8/-5
BlueSkiesRedEyes,59129,N/A,2013/03/20 02:09,2013/10/04 09:47,"I sell high grade cannabis - currently awaiting the next crop!
Vendor page: silkroadvb5piz3r.onion/silkroad/user/060ae32629
Review thread: 
dkn255hz262ypmii.onion/index.php?topic=139848.msg951020#msg951020
PGP Key: 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg1212635#msg1212635",N/A,N/A,N/A,228 (1.129 per day),+20/-4
schizofreen,54021,N/A,2013/02/07 06:28,N/A,"SHEEP MARKET 
http://sheep5u64fi457aw.onion/account/profile/588ab14d0e438452cd07154a5b4e56b2
BMR http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=296474",I really am,N/A,N/A,57 (0.235 per day),+3/-2
ReblzRox,73255,N/A,2013/06/05 19:53,2013/10/07 01:54,:-(,N/A,N/A,N/A,93 (0.744 per day),+1/-0
AfterHour,18346,065073bbcb,2012/04/22 16:10,2013/06/27 18:45,"==========================================
German BULK vendor
http://silkroadvb5piz3r.onion/silkroad/user/065073bbcb

Review Page:
http://dkn255hz262ypmii.onion/index.php?topic=20026.0
==========================================",N/A,N/A,N/A,190 (0.356 per day),+27/-16
TheDaggaCouple,79181,89550535b5,2013/07/14 12:25,2013/10/03 18:47,"SR Profile - http://silkroadvb5piz3r.onion/silkroad/user/89550535b5
Vendor Review Thread  - dkn255hz262ypmii.onion/index.php?topic=185861.0",Swazi Skunk Hybrids At Lowest Price!,N/A,South Africa,161 (1.872 per day),+24/-1
Studio54,15847,66f82337b8,2012/03/29 00:54,2013/10/04 22:15,"SR Vendor Cocaine Vendor:
http://silkroadvb5piz3r.onion/silkroad/user/66f82337b8",{Cocaine Is King},N/A,EARTH,1078 (1.932 per day),+119/-24
Paperchasing,3091,60105,2011/09/12 14:40,2012/04/25 02:24,http://silkroadvb5piz3r.onion/index.php/silkroad/user/60105,N/A,N/A,N/A,406 (0.536 per day),+12/-4
DonaldDraper,63529,70b266ac78,2013/04/11 06:41,2013/09/15 19:05,http://silkroadvb5piz3r.onion/silkroad/user/70b266ac78,N/A,N/A,N/A,99 (0.550 per day),+7/-2
ThisOneGuy,9050,6d5e949a9e,2012/01/19 03:42,2012/04/26 20:37,"Silk Road Marijuana Seller
http://silkroadvb5piz3r.onion/silkroad/user/6d5e949a9e",N/A,N/A,N/A,29 (0.046 per day),+0/-1
gold,58565,e41732149f,2013/03/16 01:22,2013/10/07 04:51,"My goal is to be the premier seller of gold coins and bullion on silk road 
with the lowest prices that are competitive to brick and mortar retail.

http://silkroadvb5piz3r.onion/silkroad/user/e41732149f",N/A,N/A,N/A,58 (0.282 per day),+2/-0
StExo,11399,N/A,2012/02/11 00:53,N/A,"Please do not mail me regarding the SilkRoad links - I am only confirming 
the person doing it but I can't verify you, you need to message on their 
forums to one of the staff!

Last Trusted Backup: http://dkn255hz262ypmii.onion/index.php?topic=216937.0",N/A,N/A,UK,1143 (1.889 per day),+325/-155
Ringo Deathstarr,74098,cdc40792f6,2013/06/10 18:33,2013/10/07 05:21,DMT: http://silkroadvb5piz3r.onion/silkroad/user/cdc40792f6,N/A,N/A,US of A,98 (0.817 per day),+4/-0
NoQuarter_merchant,61841,9148bc20d9,2013/04/03 20:21,N/A,"NoQuarter Vendor Page:
http://silkroadvb5piz3r.onion/silkroad/user/9148bc20d9

NoQuarter - The Official Feedback Thread
http://dkn255hz262ypmii.onion/index.php?topic=197301.0

NoQuarter - Public PGP Key
http://dkn255hz262ypmii.onion/index.php?topic=174.msg1419357#msg1419357","We give No Quarter, we take No Quarter",N/A,N/A,99 (0.527 per day),+2/-0
maxhavelaar,15355,N/A,2012/03/23 15:42,2013/10/05 21:18,"==================================================
Maxhavelaar - straight deals, quality, competitive prices.
Now BMR : http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=72102
Now Sheep!: 
http://sheep5u64fi457aw.onion/account/profile/b92502baca1635eece3411fd085c030f","High quality, fast, competitive pricing.",N/A,Netherlands,129 (0.229 per day),+8/-4
dance4life,137,4e9596dc70,2011/06/18 16:57,2013/05/01 11:43,"*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/

http://silkroadvb5piz3r.onion/index.php/silkroad/user/4661

http://silkroadvb5piz3r.onion/silkroad/user/4e9596dc70

*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/*/","Yeah, this is Reginald Vel Johnson on bass",N/A,N/A,379 (0.450 per day),+1/-4
blacksunshine,16031,8c384d9736,2012/03/31 04:29,2013/08/22 22:30,http://silkroadvb5piz3r.onion/silkroad/user/8c384d9736,N/A,N/A,Under the Rainbow,85 (0.153 per day),+3/-3
Revenantchild,8166,N/A,2012/01/03 18:29,N/A,"Death makes Angels of us all
and gives us wings
where we had shoulders
smooth as raven's claws...","Durban Poison, Swazi, Pondo...",N/A,South Africa,70 (0.109 per day),+14/-4
ForeverJung,60063,N/A,2013/03/25 13:26,2013/08/03 20:22,"USA Vendor of Fine Cannabis Products
silkroadvb5piz3r.onion/index.php/silkroad/user/503d93d76d

Official Review Thread
dkn255hz262ypmii.onion/index.php?topic=140870

PGP: dkn255hz262ypmii.onion/index.php?topic=174.msg971855#msg971855",Jung is the Night,N/A,N/A,177 (0.898 per day),+31/-9
SpaceAce,23235,6b2aa6300c,2012/06/10 23:05,2013/09/27 15:34,"MDA
http://silkroadvb5piz3r.onion/silkroad/user/6b2aa6300c

SpaceAce MDA Reviews:
http://dkn255hz262ypmii.onion/index.php?topic=142844.0",N/A,N/A,N/A,120 (0.248 per day),+21/-5
oldschoolau,24555,8379822816,2012/06/22 04:00,2013/10/03 11:46,http://silkroadvb5piz3r.onion/silkroad/user/8379822816,N/A,N/A,N/A,36 (0.076 per day),+4/-6
CollegeHelper11,71100,3c0709c96d,2013/05/21 22:40,2013/08/17 18:09,"Vendor URL-
http://silkroadvb5piz3r.onion/silkroad/user/3c0709c96d",N/A,N/A,N/A,60 (0.432 per day),+0/-0
Northwest Nuggets,55589,cbc780f598,2013/02/19 02:08,2013/09/16 22:31,"My Silk Road Vendor Account
http://silkroadvb5piz3r.onion/silkroad/user/cbc780f598

My Vendor Review Thread
http://dkn255hz262ypmii.onion/index.php?topic=200265.0",N/A,N/A,N/A,80 (0.346 per day),+15/-18
NorCalChronic,64846,3b5cbeb24a,2013/04/18 22:27,2013/10/02 17:29,http://silkroadvb5piz3r.onion/silkroad/user/3b5cbeb24a,Hecho en norte de california,N/A,norte de california,108 (0.624 per day),+6/-6
FreshTouch,2851,7167cecb0a,2011/09/05 15:56,2013/02/17 11:10,http://silkroadvb5piz3r.onion/silkroad/user/7167cecb0a,N/A,N/A,N/A,7 (0.009 per day),+0/-0
SirDigby,17543,N/A,2012/04/15 23:19,2013/05/11 23:24,"""On a lonely planet spinning its way toward damnation amid the fear and 
despair of a broken human race, who is left to fight for all that is good 
and pure and gets you smashed for under a fiver?"" -Sir Digby",N/A,N/A,N/A,19 (0.035 per day),+0/-3
